date,pts,blk,ast,stl,tov,fg3,fg,ft,is_playoff,reb
2025-03-15,7.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0
2025-03-17,12.0,0.0,3.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0
2025-03-19,22.0,1.0,8.0,0.0,2.0,2.0,7.0,6.0,1.0,3.0
2025-03-20,9.0,0.0,4.0,0.0,6.0,1.0,4.0,0.0,1.0,3.0
2025-03-22,5.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0
2025-03-24,6.0,0.0,5.0,2.0,2.0,0.0,3.0,0.0,1.0,3.0
2025-03-26,16.0,0.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,7.0
2025-03-27,7.0,0.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0
2025-03-29,16.0,0.0,7.0,0.0,1.0,1.0,6.0,3.0,1.0,5.0
2025-03-31,5.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,7.0
2025-04-02,9.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,2.0
2025-04-04,11.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,6.0
2025-04-06,19.0,0.0,6.0,2.0,0.0,0.0,8.0,3.0,1.0,4.0
2025-04-08,4.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,7.0
2025-04-10,2.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
2025-04-13,3.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
2025-04-19,17.0,0.0,5.0,2.0,1.0,1.0,8.0,0.0,1.3,4.0
2025-04-22,17.0,0.0,6.0,0.0,1.0,3.0,6.0,2.0,1.3,3.0
2025-04-25,6.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,1.3,1.0
2025-04-27,20.0,0.0,2.0,1.0,1.0,4.0,8.0,0.0,1.3,3.0
2025-04-29,15.0,1.0,6.0,3.0,1.0,3.0,5.0,2.0,1.3,6.0
2025-05-04,23.0,0.0,6.0,0.0,0.0,5.0,7.0,4.0,1.3,0.0
2025-05-06,13.0,0.0,13.0,2.0,8.0,0.0,5.0,3.0,1.3,7.0
2025-05-09,10.0,1.0,4.0,1.0,3.0,2.0,4.0,0.0,1.3,4.0
2025-05-11,7.0,0.0,7.0,3.0,0.0,1.0,3.0,0.0,1.3,3.0
2025-05-13,18.0,1.0,6.0,1.0,2.0,3.0,7.0,1.0,1.3,3.0
2025-05-21,15.0,0.0,4.0,0.0,3.0,2.0,6.0,1.0,1.3,4.0
2025-05-23,12.0,0.0,2.0,1.0,0.0,2.0,5.0,0.0,1.3,3.0
2025-05-25,9.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,1.3,4.0
2025-05-27,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.3,2.0
2025-05-29,6.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,1.3,2.0
2025-05-31,14.0,1.0,8.0,6.0,1.0,2.0,6.0,0.0,1.3,3.0
